# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
08/03/2019 19.00,08/03/2019 20.00,466523.793,,,,,,,,,,,
08/03/2019 20.00,08/03/2019 21.00,450575.051,,,,,,,,,,,
08/03/2019 21.00,08/03/2019 22.00,428752.113,,,,,,,,,,,
08/03/2019 22.00,08/03/2019 23.00,407499.1,,,,,,,,,,,
08/03/2019 23.00,09/03/2019 00.00,399254.852,,,,,,,,,,,
09/03/2019 00.00,09/03/2019 01.00,362184.131,,,,,,,,,,,
09/03/2019 01.00,09/03/2019 02.00,352275.977,,,,,,,,,,,
09/03/2019 02.00,09/03/2019 03.00,362803.401,,,,,,,,,,,
09/03/2019 03.00,09/03/2019 04.00,388505.469,,,,,,,,,,,
09/03/2019 04.00,09/03/2019 05.00,387981.358,,,,,,,,,,,
09/03/2019 05.00,09/03/2019 06.00,417886.135,,,,,,,,,,,
09/03/2019 06.00,09/03/2019 07.00,457940.546,,,,,,,,,,,
09/03/2019 07.00,09/03/2019 08.00,478944.232,,,,,,,,,,,
09/03/2019 08.00,09/03/2019 09.00,476800.178,,,,,,,,,,,
09/03/2019 09.00,09/03/2019 10.00,492442.227,,,,,,,,,,,
09/03/2019 10.00,09/03/2019 11.00,495662.111,,,,,,,,,,,
09/03/2019 11.00,09/03/2019 12.00,495645.109,,,,,,,,,,,
09/03/2019 12.00,09/03/2019 13.00,495310.705,,,,,,,,,,,
09/03/2019 13.00,09/03/2019 14.00,495037.172,,,,,,,,,,,
09/03/2019 14.00,09/03/2019 15.00,495220.043,,,,,,,,,,,
09/03/2019 15.00,09/03/2019 16.00,493649.297,,,,,,,,,,,
09/03/2019 16.00,09/03/2019 17.00,489358.132,,,,,,,,,,,
09/03/2019 17.00,09/03/2019 18.00,483563.992,,,,,,,,,,,
09/03/2019 18.00,09/03/2019 19.00,479687.084,,,,,,,,,,,
09/03/2019 19.00,09/03/2019 20.00,479034.104,,,,,,,,,,,
09/03/2019 20.00,09/03/2019 21.00,480167.781,,,,,,,,,,,
09/03/2019 21.00,09/03/2019 22.00,484769.746,,,,,,,,,,,
09/03/2019 22.00,09/03/2019 23.00,491142.629,,,,,,,,,,,
09/03/2019 23.00,10/03/2019 00.00,495463.535,,,,,,,,,,,
10/03/2019 00.00,10/03/2019 01.00,494536.49,,,,,,,,,,,
10/03/2019 01.00,10/03/2019 02.00,494629.378,,,,,,,,,,,
10/03/2019 02.00,10/03/2019 03.00,495592.969,,,,,,,,,,,
10/03/2019 03.00,10/03/2019 04.00,491612.948,,,,,,,,,,,
10/03/2019 04.00,10/03/2019 05.00,482523.165,,,,,,,,,,,
10/03/2019 05.00,10/03/2019 06.00,460132.306,,,,,,,,,,,
10/03/2019 06.00,10/03/2019 07.00,405718.773,,,,,,,,,,,
10/03/2019 07.00,10/03/2019 08.00,379530.854,,,,,,,,,,,
10/03/2019 08.00,10/03/2019 09.00,385031.904,,,,,,,,,,,
10/03/2019 09.00,10/03/2019 10.00,377305.401,,,,,,,,,,,
10/03/2019 10.00,10/03/2019 11.00,359991.595,,,,,,,,,,,
10/03/2019 11.00,10/03/2019 12.00,332319.095,,,,,,,,,,,
10/03/2019 12.00,10/03/2019 13.00,305115.997,,,,,,,,,,,
10/03/2019 13.00,10/03/2019 14.00,276208.075,,,,,,,,,,,
10/03/2019 14.00,10/03/2019 15.00,233145.243,,,,,,,,,,,
10/03/2019 15.00,10/03/2019 16.00,206880.017,,,,,,,,,,,
10/03/2019 16.00,10/03/2019 17.00,229283.108,,,,,,,,,,,
10/03/2019 17.00,10/03/2019 18.00,260464.215,,,,,,,,,,,
10/03/2019 18.00,10/03/2019 19.00,273516.823,,,,,,,,,,,
10/03/2019 19.00,10/03/2019 20.00,270069.276,,,,,,,,,,,
10/03/2019 20.00,10/03/2019 21.00,256528.601,,,,,,,,,,,
10/03/2019 21.00,10/03/2019 22.00,235481.473,,,,,,,,,,,
10/03/2019 22.00,10/03/2019 23.00,207982.37,,,,,,,,,,,
10/03/2019 23.00,11/03/2019 00.00,202084.955,,,,,,,,,,,
11/03/2019 00.00,11/03/2019 01.00,211136.823,,,,,,,,,,,
11/03/2019 01.00,11/03/2019 02.00,203649.112,,,,,,,,,,,
11/03/2019 02.00,11/03/2019 03.00,160296.6,,,,,,,,,,,
11/03/2019 03.00,11/03/2019 04.00,105654.656,,,,,,,,,,,
11/03/2019 04.00,11/03/2019 05.00,72224.703,,,,,,,,,,,
11/03/2019 05.00,11/03/2019 06.00,62184.036,,,,,,,,,,,
11/03/2019 06.00,11/03/2019 07.00,53411.245,,,,,,,,,,,
11/03/2019 07.00,11/03/2019 08.00,33760.557,,,,,,,,,,,
11/03/2019 08.00,11/03/2019 09.00,23415.108,,,,,,,,,,,
11/03/2019 09.00,11/03/2019 10.00,31102.256,,,,,,,,,,,
11/03/2019 10.00,11/03/2019 11.00,53506.359,,,,,,,,,,,
11/03/2019 11.00,11/03/2019 12.00,91642.498,,,,,,,,,,,
11/03/2019 12.00,11/03/2019 13.00,154376.362,,,,,,,,,,,
11/03/2019 13.00,11/03/2019 14.00,230122.01,,,,,,,,,,,
11/03/2019 14.00,11/03/2019 15.00,290068.678,,,,,,,,,,,
11/03/2019 15.00,11/03/2019 16.00,299212.272,,,,,,,,,,,
11/03/2019 16.00,11/03/2019 17.00,290178.589,,,,,,,,,,,
11/03/2019 17.00,11/03/2019 18.00,292804.622,,,,,,,,,,,
11/03/2019 18.00,11/03/2019 19.00,286878.302,,,,,,,,,,,
11/03/2019 19.00,11/03/2019 20.00,295276.887,,,,,,,,,,,
11/03/2019 20.00,11/03/2019 21.00,293887.311,,,,,,,,,,,
11/03/2019 21.00,11/03/2019 22.00,266074.536,,,,,,,,,,,
11/03/2019 22.00,11/03/2019 23.00,215640.512,,,,,,,,,,,
11/03/2019 23.00,12/03/2019 00.00,169187.066,,,,,,,,,,,
12/03/2019 00.00,12/03/2019 01.00,157886.892,,,,,,,,,,,
12/03/2019 01.00,12/03/2019 02.00,178022.134,,,,,,,,,,,
12/03/2019 02.00,12/03/2019 03.00,205957.481,,,,,,,,,,,
12/03/2019 03.00,12/03/2019 04.00,234306.774,,,,,,,,,,,
12/03/2019 04.00,12/03/2019 05.00,236364.952,,,,,,,,,,,
12/03/2019 05.00,12/03/2019 06.00,206371.936,,,,,,,,,,,
12/03/2019 06.00,12/03/2019 07.00,189464.777,,,,,,,,,,,
12/03/2019 07.00,12/03/2019 08.00,176489.292,,,,,,,,,,,
12/03/2019 08.00,12/03/2019 09.00,182133.606,,,,,,,,,,,
12/03/2019 09.00,12/03/2019 10.00,205009.829,,,,,,,,,,,
12/03/2019 10.00,12/03/2019 11.00,247353.978,,,,,,,,,,,
12/03/2019 11.00,12/03/2019 12.00,282376.771,,,,,,,,,,,
12/03/2019 12.00,12/03/2019 13.00,317240.834,,,,,,,,,,,
12/03/2019 13.00,12/03/2019 14.00,363137.687,,,,,,,,,,,
12/03/2019 14.00,12/03/2019 15.00,406795.858,,,,,,,,,,,
12/03/2019 15.00,12/03/2019 16.00,433524.985,,,,,,,,,,,
12/03/2019 16.00,12/03/2019 17.00,453041.82,,,,,,,,,,,
12/03/2019 17.00,12/03/2019 18.00,472083.881,,,,,,,,,,,
12/03/2019 18.00,12/03/2019 19.00,482034.318,,,,,,,,,,,
12/03/2019 19.00,12/03/2019 20.00,482516.792,,,,,,,,,,,
12/03/2019 20.00,12/03/2019 21.00,483234.747,,,,,,,,,,,
12/03/2019 21.00,12/03/2019 22.00,479522.178,,,,,,,,,,,
12/03/2019 22.00,12/03/2019 23.00,476984.954,,,,,,,,,,,
12/03/2019 23.00,13/03/2019 00.00,477976.886,,,,,,,,,,,
13/03/2019 00.00,13/03/2019 01.00,475681.687,,,,,,,,,,,
13/03/2019 01.00,13/03/2019 02.00,470610.036,,,,,,,,,,,
13/03/2019 02.00,13/03/2019 03.00,444568.413,,,,,,,,,,,
13/03/2019 03.00,13/03/2019 04.00,413607.069,,,,,,,,,,,
13/03/2019 04.00,13/03/2019 05.00,412024.848,,,,,,,,,,,
13/03/2019 05.00,13/03/2019 06.00,418743.027,,,,,,,,,,,
13/03/2019 06.00,13/03/2019 07.00,431680.16,,,,,,,,,,,
13/03/2019 07.00,13/03/2019 08.00,460246.021,,,,,,,,,,,
13/03/2019 08.00,13/03/2019 09.00,482509.969,,,,,,,,,,,
13/03/2019 09.00,13/03/2019 10.00,485965.691,,,,,,,,,,,
13/03/2019 10.00,13/03/2019 11.00,489207.845,,,,,,,,,,,
13/03/2019 11.00,13/03/2019 12.00,490653.076,,,,,,,,,,,
13/03/2019 12.00,13/03/2019 13.00,490413.994,,,,,,,,,,,
13/03/2019 13.00,13/03/2019 14.00,491143.469,,,,,,,,,,,
13/03/2019 14.00,13/03/2019 15.00,492224.405,,,,,,,,,,,
13/03/2019 15.00,13/03/2019 16.00,491291,,,,,,,,,,,
13/03/2019 16.00,13/03/2019 17.00,487268.559,,,,,,,,,,,
13/03/2019 17.00,13/03/2019 18.00,479710.447,,,,,,,,,,,
13/03/2019 18.00,13/03/2019 19.00,460580.056,,,,,,,,,,,
13/03/2019 19.00,13/03/2019 20.00,424852.021,,,,,,,,,,,
13/03/2019 20.00,13/03/2019 21.00,380793.406,,,,,,,,,,,
13/03/2019 21.00,13/03/2019 22.00,324321.187,,,,,,,,,,,
13/03/2019 22.00,13/03/2019 23.00,194301.731,,,,,,,,,,,
13/03/2019 23.00,14/03/2019 00.00,137189.156,,,,,,,,,,,
14/03/2019 00.00,14/03/2019 01.00,214596.704,,,,,,,,,,,
14/03/2019 01.00,14/03/2019 02.00,337040.649,,,,,,,,,,,
14/03/2019 02.00,14/03/2019 03.00,382697.05,,,,,,,,,,,
14/03/2019 03.00,14/03/2019 04.00,404876.771,,,,,,,,,,,
14/03/2019 04.00,14/03/2019 05.00,389970.832,,,,,,,,,,,
14/03/2019 05.00,14/03/2019 06.00,368375.165,,,,,,,,,,,
14/03/2019 06.00,14/03/2019 07.00,347369.549,,,,,,,,,,,
14/03/2019 07.00,14/03/2019 08.00,326784.705,,,,,,,,,,,
14/03/2019 08.00,14/03/2019 09.00,328257.63,,,,,,,,,,,
14/03/2019 09.00,14/03/2019 10.00,345066.287,,,,,,,,,,,
14/03/2019 10.00,14/03/2019 11.00,369580.624,,,,,,,,,,,
14/03/2019 11.00,14/03/2019 12.00,388547.913,,,,,,,,,,,
14/03/2019 12.00,14/03/2019 13.00,373942.796,,,,,,,,,,,
14/03/2019 13.00,14/03/2019 14.00,347098.319,,,,,,,,,,,
14/03/2019 14.00,14/03/2019 15.00,345190.1,,,,,,,,,,,
14/03/2019 15.00,14/03/2019 16.00,353512.688,,,,,,,,,,,
14/03/2019 16.00,14/03/2019 17.00,348864.276,,,,,,,,,,,
14/03/2019 17.00,14/03/2019 18.00,325590.063,,,,,,,,,,,
14/03/2019 18.00,14/03/2019 19.00,300609.586,,,,,,,,,,,
14/03/2019 19.00,14/03/2019 20.00,255161.209,,,,,,,,,,,
14/03/2019 20.00,14/03/2019 21.00,215942.548,,,,,,,,,,,
14/03/2019 21.00,14/03/2019 22.00,183461.969,,,,,,,,,,,
14/03/2019 22.00,14/03/2019 23.00,154259.732,,,,,,,,,,,
14/03/2019 23.00,15/03/2019 00.00,125954.422,,,,,,,,,,,
15/03/2019 00.00,15/03/2019 01.00,100641.882,,,,,,,,,,,
15/03/2019 01.00,15/03/2019 02.00,100214.827,,,,,,,,,,,
15/03/2019 02.00,15/03/2019 03.00,141262.022,,,,,,,,,,,
15/03/2019 03.00,15/03/2019 04.00,229677.695,,,,,,,,,,,
15/03/2019 04.00,15/03/2019 05.00,312574.425,,,,,,,,,,,
15/03/2019 05.00,15/03/2019 06.00,346228.506,,,,,,,,,,,
15/03/2019 06.00,15/03/2019 07.00,344244.921,,,,,,,,,,,
15/03/2019 07.00,15/03/2019 08.00,334085.896,,,,,,,,,,,
15/03/2019 08.00,15/03/2019 09.00,317344.336,,,,,,,,,,,
15/03/2019 09.00,15/03/2019 10.00,280545.099,,,,,,,,,,,
15/03/2019 10.00,15/03/2019 11.00,257894.36,,,,,,,,,,,
15/03/2019 11.00,15/03/2019 12.00,245748.042,,,,,,,,,,,
15/03/2019 12.00,15/03/2019 13.00,297224.082,,,,,,,,,,,
15/03/2019 13.00,15/03/2019 14.00,356718.468,,,,,,,,,,,
15/03/2019 14.00,15/03/2019 15.00,392207.087,,,,,,,,,,,
15/03/2019 15.00,15/03/2019 16.00,386062.358,,,,,,,,,,,
15/03/2019 16.00,15/03/2019 17.00,360427.076,,,,,,,,,,,
15/03/2019 17.00,15/03/2019 18.00,452795.739,,,,,,,,,,,
15/03/2019 18.00,15/03/2019 19.00,486878.753,,,,,,,,,,,
15/03/2019 19.00,15/03/2019 20.00,492177.275,,,,,,,,,,,
15/03/2019 20.00,15/03/2019 21.00,492764.496,,,,,,,,,,,
15/03/2019 21.00,15/03/2019 22.00,488322.073,,,,,,,,,,,
15/03/2019 22.00,15/03/2019 23.00,477391.69,,,,,,,,,,,
15/03/2019 23.00,16/03/2019 00.00,461036.438,,,,,,,,,,,
16/03/2019 00.00,16/03/2019 01.00,432664.974,,,,,,,,,,,
16/03/2019 01.00,16/03/2019 02.00,396395.922,,,,,,,,,,,
16/03/2019 02.00,16/03/2019 03.00,376995.71,,,,,,,,,,,
16/03/2019 03.00,16/03/2019 04.00,377283.973,,,,,,,,,,,
16/03/2019 04.00,16/03/2019 05.00,413735.18,,,,,,,,,,,
16/03/2019 05.00,16/03/2019 06.00,416638.131,,,,,,,,,,,
16/03/2019 06.00,16/03/2019 07.00,420143.147,,,,,,,,,,,
16/03/2019 07.00,16/03/2019 08.00,432912.348,,,,,,,,,,,
16/03/2019 08.00,16/03/2019 09.00,446577.105,,,,,,,,,,,
16/03/2019 09.00,16/03/2019 10.00,434355.388,,,,,,,,,,,
16/03/2019 10.00,16/03/2019 11.00,420968.433,,,,,,,,,,,
16/03/2019 11.00,16/03/2019 12.00,401405.8,,,,,,,,,,,
16/03/2019 12.00,16/03/2019 13.00,370057.862,,,,,,,,,,,
16/03/2019 13.00,16/03/2019 14.00,312535.494,,,,,,,,,,,
16/03/2019 14.00,16/03/2019 15.00,262164.205,,,,,,,,,,,
16/03/2019 15.00,16/03/2019 16.00,228507.198,,,,,,,,,,,
16/03/2019 16.00,16/03/2019 17.00,217401.292,,,,,,,,,,,
16/03/2019 17.00,16/03/2019 18.00,242102.085,,,,,,,,,,,
16/03/2019 18.00,16/03/2019 19.00,302035.277,,,,,,,,,,,
16/03/2019 19.00,16/03/2019 20.00,375252.81,,,,,,,,,,,
16/03/2019 20.00,16/03/2019 21.00,409404.422,,,,,,,,,,,
16/03/2019 21.00,16/03/2019 22.00,394071.103,,,,,,,,,,,
16/03/2019 22.00,16/03/2019 23.00,398294.113,,,,,,,,,,,
16/03/2019 23.00,17/03/2019 00.00,430139.189,,,,,,,,,,,
17/03/2019 00.00,17/03/2019 01.00,456699.792,,,,,,,,,,,
17/03/2019 01.00,17/03/2019 02.00,474996.417,,,,,,,,,,,
17/03/2019 02.00,17/03/2019 03.00,487809.79,,,,,,,,,,,
17/03/2019 03.00,17/03/2019 04.00,485971.531,,,,,,,,,,,
17/03/2019 04.00,17/03/2019 05.00,484093.03,,,,,,,,,,,
17/03/2019 05.00,17/03/2019 06.00,484344.087,,,,,,,,,,,
17/03/2019 06.00,17/03/2019 07.00,484226.581,,,,,,,,,,,
17/03/2019 07.00,17/03/2019 08.00,480388.175,,,,,,,,,,,
17/03/2019 08.00,17/03/2019 09.00,470938.1,,,,,,,,,,,
17/03/2019 09.00,17/03/2019 10.00,469927.783,,,,,,,,,,,
17/03/2019 10.00,17/03/2019 11.00,471725.426,,,,,,,,,,,
17/03/2019 11.00,17/03/2019 12.00,483907.082,,,,,,,,,,,
17/03/2019 12.00,17/03/2019 13.00,491250.596,,,,,,,,,,,
17/03/2019 13.00,17/03/2019 14.00,493579.889,,,,,,,,,,,
17/03/2019 14.00,17/03/2019 15.00,493461.328,,,,,,,,,,,
17/03/2019 15.00,17/03/2019 16.00,493466.18,,,,,,,,,,,
17/03/2019 16.00,17/03/2019 17.00,493239.32,,,,,,,,,,,
17/03/2019 17.00,17/03/2019 18.00,493651.424,,,,,,,,,,,
17/03/2019 18.00,17/03/2019 19.00,494575.733,,,,,,,,,,,
17/03/2019 19.00,17/03/2019 20.00,495041.608,,,,,,,,,,,
17/03/2019 20.00,17/03/2019 21.00,494426.452,,,,,,,,,,,
17/03/2019 21.00,17/03/2019 22.00,494087.915,,,,,,,,,,,
17/03/2019 22.00,17/03/2019 23.00,493889.481,,,,,,,,,,,
17/03/2019 23.00,18/03/2019 00.00,494109.644,,,,,,,,,,,
18/03/2019 00.00,18/03/2019 01.00,493519.159,,,,,,,,,,,
18/03/2019 01.00,18/03/2019 02.00,493283.593,,,,,,,,,,,
18/03/2019 02.00,18/03/2019 03.00,492251.589,,,,,,,,,,,
18/03/2019 03.00,18/03/2019 04.00,489916.117,,,,,,,,,,,
18/03/2019 04.00,18/03/2019 05.00,487534.331,,,,,,,,,,,
18/03/2019 05.00,18/03/2019 06.00,484098.591,,,,,,,,,,,
18/03/2019 06.00,18/03/2019 07.00,475374.877,,,,,,,,,,,
18/03/2019 07.00,18/03/2019 08.00,465493.856,,,,,,,,,,,
18/03/2019 08.00,18/03/2019 09.00,456763.449,,,,,,,,,,,
18/03/2019 09.00,18/03/2019 10.00,438911.124,,,,,,,,,,,
18/03/2019 10.00,18/03/2019 11.00,424796.802,,,,,,,,,,,
18/03/2019 11.00,18/03/2019 12.00,421232.852,,,,,,,,,,,
18/03/2019 12.00,18/03/2019 13.00,426339.597,,,,,,,,,,,
18/03/2019 13.00,18/03/2019 14.00,436165.799,,,,,,,,,,,
18/03/2019 14.00,18/03/2019 15.00,440738.071,,,,,,,,,,,
18/03/2019 15.00,18/03/2019 16.00,426917.363,,,,,,,,,,,
18/03/2019 16.00,18/03/2019 17.00,407996.851,,,,,,,,,,,
18/03/2019 17.00,18/03/2019 18.00,395677.186,,,,,,,,,,,
18/03/2019 18.00,18/03/2019 19.00,404668.277,,,,,,,,,,,
18/03/2019 19.00,18/03/2019 20.00,409426.987,,,,,,,,,,,
18/03/2019 20.00,18/03/2019 21.00,391220.334,,,,,,,,,,,
18/03/2019 21.00,18/03/2019 22.00,362638.548,,,,,,,,,,,
18/03/2019 22.00,18/03/2019 23.00,310343.917,,,,,,,,,,,
18/03/2019 23.00,19/03/2019 00.00,262674.187,,,,,,,,,,,
19/03/2019 00.00,19/03/2019 01.00,226945.105,,,,,,,,,,,
19/03/2019 01.00,19/03/2019 02.00,205005.572,,,,,,,,,,,
19/03/2019 02.00,19/03/2019 03.00,192812.226,,,,,,,,,,,
19/03/2019 03.00,19/03/2019 04.00,186790.999,,,,,,,,,,,
19/03/2019 04.00,19/03/2019 05.00,194154.829,,,,,,,,,,,
19/03/2019 05.00,19/03/2019 06.00,212521.159,,,,,,,,,,,
19/03/2019 06.00,19/03/2019 07.00,208411.052,,,,,,,,,,,
19/03/2019 07.00,19/03/2019 08.00,206690.749,,,,,,,,,,,
19/03/2019 08.00,19/03/2019 09.00,233948.339,,,,,,,,,,,
19/03/2019 09.00,19/03/2019 10.00,254377.757,,,,,,,,,,,
19/03/2019 10.00,19/03/2019 11.00,267431.069,,,,,,,,,,,
19/03/2019 11.00,19/03/2019 12.00,282895.752,,,,,,,,,,,
19/03/2019 12.00,19/03/2019 13.00,297675.818,,,,,,,,,,,
19/03/2019 13.00,19/03/2019 14.00,301265.45,,,,,,,,,,,
19/03/2019 14.00,19/03/2019 15.00,277935.654,,,,,,,,,,,
19/03/2019 15.00,19/03/2019 16.00,206374.748,,,,,,,,,,,
19/03/2019 16.00,19/03/2019 17.00,120353.72,,,,,,,,,,,
19/03/2019 17.00,19/03/2019 18.00,83522.732,,,,,,,,,,,
19/03/2019 18.00,19/03/2019 19.00,81061.448,,,,,,,,,,,
19/03/2019 19.00,19/03/2019 20.00,124333.535,,,,,,,,,,,
19/03/2019 20.00,19/03/2019 21.00,192170.9,,,,,,,,,,,
19/03/2019 21.00,19/03/2019 22.00,237113.007,,,,,,,,,,,
19/03/2019 22.00,19/03/2019 23.00,253208.121,,,,,,,,,,,
19/03/2019 23.00,20/03/2019 00.00,267431.096,,,,,,,,,,,
20/03/2019 00.00,20/03/2019 01.00,284371.45,,,,,,,,,,,
20/03/2019 01.00,20/03/2019 02.00,281993.758,,,,,,,,,,,
20/03/2019 02.00,20/03/2019 03.00,262672.971,,,,,,,,,,,
20/03/2019 03.00,20/03/2019 04.00,264627.05,,,,,,,,,,,
20/03/2019 04.00,20/03/2019 05.00,294520.1,,,,,,,,,,,
20/03/2019 05.00,20/03/2019 06.00,328175.485,,,,,,,,,,,
20/03/2019 06.00,20/03/2019 07.00,348499.73,,,,,,,,,,,
20/03/2019 07.00,20/03/2019 08.00,364279.381,,,,,,,,,,,
20/03/2019 08.00,20/03/2019 09.00,366593.254,,,,,,,,,,,
20/03/2019 09.00,20/03/2019 10.00,376539.721,,,,,,,,,,,
20/03/2019 10.00,20/03/2019 11.00,418744.282,,,,,,,,,,,
20/03/2019 11.00,20/03/2019 12.00,411723.119,,,,,,,,,,,
20/03/2019 12.00,20/03/2019 13.00,381246.094,,,,,,,,,,,
20/03/2019 13.00,20/03/2019 14.00,372951.283,,,,,,,,,,,
20/03/2019 14.00,20/03/2019 15.00,350172.064,,,,,,,,,,,
20/03/2019 15.00,20/03/2019 16.00,315002.839,,,,,,,,,,,
20/03/2019 16.00,20/03/2019 17.00,288746.985,,,,,,,,,,,
20/03/2019 17.00,20/03/2019 18.00,290870.627,,,,,,,,,,,
20/03/2019 18.00,20/03/2019 19.00,309363.104,,,,,,,,,,,
20/03/2019 19.00,20/03/2019 20.00,310146.368,,,,,,,,,,,
20/03/2019 20.00,20/03/2019 21.00,297236.045,,,,,,,,,,,
20/03/2019 21.00,20/03/2019 22.00,293064.883,,,,,,,,,,,
20/03/2019 22.00,20/03/2019 23.00,276208.362,,,,,,,,,,,
20/03/2019 23.00,21/03/2019 00.00,236210.406,,,,,,,,,,,
21/03/2019 00.00,21/03/2019 01.00,207938.89,,,,,,,,,,,
21/03/2019 01.00,21/03/2019 02.00,219863.773,,,,,,,,,,,
21/03/2019 02.00,21/03/2019 03.00,248987.4,,,,,,,,,,,
21/03/2019 03.00,21/03/2019 04.00,290345.953,,,,,,,,,,,
21/03/2019 04.00,21/03/2019 05.00,300618.741,,,,,,,,,,,
21/03/2019 05.00,21/03/2019 06.00,338372.706,,,,,,,,,,,
21/03/2019 06.00,21/03/2019 07.00,386224.496,,,,,,,,,,,
21/03/2019 07.00,21/03/2019 08.00,387071.968,,,,,,,,,,,
21/03/2019 08.00,21/03/2019 09.00,409480.915,,,,,,,,,,,
21/03/2019 09.00,21/03/2019 10.00,432239.874,,,,,,,,,,,
21/03/2019 10.00,21/03/2019 11.00,441126.465,,,,,,,,,,,
21/03/2019 11.00,21/03/2019 12.00,452220.341,,,,,,,,,,,
21/03/2019 12.00,21/03/2019 13.00,460114.607,,,,,,,,,,,
21/03/2019 13.00,21/03/2019 14.00,458443.167,,,,,,,,,,,
21/03/2019 14.00,21/03/2019 15.00,451637.464,,,,,,,,,,,
21/03/2019 15.00,21/03/2019 16.00,439776.211,,,,,,,,,,,
21/03/2019 16.00,21/03/2019 17.00,434295.992,,,,,,,,,,,
21/03/2019 17.00,21/03/2019 18.00,426286.827,,,,,,,,,,,
21/03/2019 18.00,21/03/2019 19.00,402942.874,,,,,,,,,,,
21/03/2019 19.00,21/03/2019 20.00,390708.214,,,,,,,,,,,
21/03/2019 20.00,21/03/2019 21.00,372183.159,,,,,,,,,,,
21/03/2019 21.00,21/03/2019 22.00,345107.775,,,,,,,,,,,
21/03/2019 22.00,21/03/2019 23.00,323421.377,,,,,,,,,,,
21/03/2019 23.00,22/03/2019 00.00,265308.203,,,,,,,,,,,
22/03/2019 00.00,22/03/2019 01.00,200664.16,,,,,,,,,,,
22/03/2019 01.00,22/03/2019 02.00,246923.918,,,,,,,,,,,
22/03/2019 02.00,22/03/2019 03.00,187585.868,,,,,,,,,,,
22/03/2019 03.00,22/03/2019 04.00,47380.68,,,,,,,,,,,
22/03/2019 04.00,22/03/2019 05.00,11482.265,,,,,,,,,,,
22/03/2019 05.00,22/03/2019 06.00,10043.325,,,,,,,,,,,
22/03/2019 06.00,22/03/2019 07.00,12765.924,,,,,,,,,,,
22/03/2019 07.00,22/03/2019 08.00,20686.935,,,,,,,,,,,
22/03/2019 08.00,22/03/2019 09.00,31763.813,,,,,,,,,,,
22/03/2019 09.00,22/03/2019 10.00,38673.652,,,,,,,,,,,
22/03/2019 10.00,22/03/2019 11.00,52710.54,,,,,,,,,,,
22/03/2019 11.00,22/03/2019 12.00,77311.971,,,,,,,,,,,
22/03/2019 12.00,22/03/2019 13.00,112620.591,,,,,,,,,,,
22/03/2019 13.00,22/03/2019 14.00,157643.844,,,,,,,,,,,
22/03/2019 14.00,22/03/2019 15.00,213767.583,,,,,,,,,,,
22/03/2019 15.00,22/03/2019 16.00,264197.541,,,,,,,,,,,
22/03/2019 16.00,22/03/2019 17.00,276566.205,,,,,,,,,,,
22/03/2019 17.00,22/03/2019 18.00,265772.839,,,,,,,,,,,
22/03/2019 18.00,22/03/2019 19.00,253215.83,,,,,,,,,,,
22/03/2019 19.00,22/03/2019 20.00,245549.794,,,,,,,,,,,
22/03/2019 20.00,22/03/2019 21.00,242661.87,,,,,,,,,,,
22/03/2019 21.00,22/03/2019 22.00,246928.148,,,,,,,,,,,
22/03/2019 22.00,22/03/2019 23.00,273963.383,,,,,,,,,,,
22/03/2019 23.00,23/03/2019 00.00,287470.15,,,,,,,,,,,
23/03/2019 00.00,23/03/2019 01.00,296446.136,,,,,,,,,,,
23/03/2019 01.00,23/03/2019 02.00,305111.105,,,,,,,,,,,
23/03/2019 02.00,23/03/2019 03.00,243105.518,,,,,,,,,,,
23/03/2019 03.00,23/03/2019 04.00,192244.76,,,,,,,,,,,
23/03/2019 04.00,23/03/2019 05.00,185258.657,,,,,,,,,,,
23/03/2019 05.00,23/03/2019 06.00,198909.935,,,,,,,,,,,
23/03/2019 06.00,23/03/2019 07.00,198883.482,,,,,,,,,,,
23/03/2019 07.00,23/03/2019 08.00,237749.292,,,,,,,,,,,
23/03/2019 08.00,23/03/2019 09.00,290180.479,,,,,,,,,,,
23/03/2019 09.00,23/03/2019 10.00,351146.189,,,,,,,,,,,
23/03/2019 10.00,23/03/2019 11.00,386505.502,,,,,,,,,,,
23/03/2019 11.00,23/03/2019 12.00,411249.506,,,,,,,,,,,
23/03/2019 12.00,23/03/2019 13.00,430131.459,,,,,,,,,,,
23/03/2019 13.00,23/03/2019 14.00,444575.134,,,,,,,,,,,
23/03/2019 14.00,23/03/2019 15.00,448170.95,,,,,,,,,,,
23/03/2019 15.00,23/03/2019 16.00,422933.586,,,,,,,,,,,
